1,1760
1761,2560
2561,3040
3041,4320
4321,4800
4801,5280
5281,6080
6081,7680
7681,8160
8161,8800
8801,9600
9601,10880
10881,11360
11361,11840
11841,13120
13121,13760
13761,14720
14721,15360
15361,16320
16321,17600
17601,18400
18401,19360
19361,20320
20321,21440
21441,22400
22401,24160
24161,26080
26081,26560
26561,27040
27041,28320
28321,28960
28961,29920
29921,31200
31201,32000
32001,32960
32961,33600
33601,34720
34721,35520
35521,36640
36641,37120
37121,38080
38081,39680
39681,40480
40481,41120
41121,42080
42081,42720
42721,44000
44001,45280
45281,45760
45761,46880
46881,47520
47521,48800
48801,49600
49601,51680
51681,53280
53281,54240
54241,55999
56000,56799
56800,57439
57440,58559
58560,60639
60640,61439
61440,62239
62240,63359
63360,64639
64640,65599
65600,66559
66560,67039
67040,67999
68000,69759
69760,71999
72000,73279
73280,74239
74240,74879
74880,76479
76480,76959
76960,77759
77760,78239
78240,79359
79360,80319
80320,80799
80800,81919
81920,83199
83200,85599
85600,86239
86240,87039
87040,88159
88160,89119
89120,91039
91040,91519
91520,92639
92640,93599
93600,94399
94400,94879
94880,96799
96800,97439
97440,98879
98880,99839
99840,100479
100480,101119
101120,101599
101600,103199
103200,103839
103840,104639
104640,105279
105280,105759
105760,106239
106240,106719
106720,107519
107520,107999
108000,108959
108960,111039
111040,111519
111520,113439
113440,114559
114560,115039
115040,115679
115680,116159
116160,117919
117920,118559
118560,119359
119360,120319
120320,121439
121440,122719
122720,124959
124960,125919
125920,126719
126720,127839
127840,128639
128640,130399
130400,131679
131680,132479
132480,133279
133280,134399
134400,135199
135200,135999
136000,136639
136640,137919
137920,138559
138560,139359
139360,140159
140160,141599
141600,142559
142560,143199
143200,143999
144000,145919
145920,146559
146560,147359
147360,148639
148640,149439
149440,149919
149920,150399
150400,152319
152320,153119
153120,154719
154720,156639
156640,157119
157120,157599
157600,159039
159040,159679
159680,160639
160640,161439
161440,164319
164320,165279
165280,166879
166880,169439
169440,171839
171840,172799
172800,173759
173760,175039
175040,175519
175520,176799
176800,177599
177600,179999
180000,181599
181600,182399
182400,183359
183360,183999
184000,186879
186880,188639
188640,190399
190400,192479
192480,193439
193440,194879
194880,195519
195520,196159
196160,196639
196640,197919
197920,198719
198720,199359
199360,200159
200160,201119
201120,201759
201760,203039
203040,203999
204000,205599
205600,206079
206080,208159
208160,208959
208960,209599
209600,211039
211040,211839
211840,212479
212480,213599
213600,215039
215040,215519
215520,217439
217440,218239
218240,219039
219040,219839
219840,221439
221440,222239
222240,223839
223840,226399
226400,227199
227200,227679
227680,228479
228480,229759
229760,230719
230720,231839
231840,232319
232320,234719
234720,235999
236000,238239
238240,239999
240000,240799
240800,241759
241760,243359
243360,245279
245280,246399
246400,249279
249280,249759
249760,250559
250560,254399
254400,255199
255200,255839
255840,257119
257120,257599
257600,258079
258080,258719
258720,259359
259360,259839
259840,261599
261600,262079
262080,262559
262560,263199
263200,263679
263680,265119
265120,265599
265600,267039
267040,267519
267520,268319
268320,268959
268960,269759
269760,270719
270720,271199
271200,272319
272320,273119
273120,273599
273600,275519
275520,276479
276480,277439
277440,279839
279840,280639
280640,282399
282400,283839
283840,284799
284800,285599
285600,286079
286080,287999
288000,288959
288960,289599
289600,290079
290080,291039
291040,292159
292160,292639
292640,293119
293120,294399
294400,295359
295360,295999
296000,296799
296800,297279
297280,297759
297760,298559
298560,300159
300160,300799
300800,301759
301760,303039
303040,304159
304160,304799
304800,305599
305600,306559
306560,307679
307680,308479
308480,309439
309440,310719
310720,311199
311200,312159
312160,313119
313120,313919
313920,314399
314400,315039
315040,316479
316480,317119
317120,317599
317600,319199
319200,320639
320640,321119
321120,322079
322080,324159
324160,324959
324960,326239
326240,326719
326720,327199
327200,329119
329120,329599
329600,331519
331520,331999
332000,333919
333920,334399
334400,334879
334880,335839
335840,336799
336800,338399
338400,339199
339200,341759
341760,343679
343680,344639
344640,347359
347360,348639
348640,349439
349440,350079
350080,352319
352320,354239
354240,354878
354879,356318
356319,357118
357119,357918
357919,359358
359359,361758
361759,364158
364159,366078
366079,366558
366559,367038
367039,368798
368799,369758
369759,370238
370239,370718
370719,371998
371999,372638
372639,374398
374399,375038
375039,375838
375839,376638
376639,378238
378239,379038
379039,379838
379839,380478
380479,381758
381759,382558
382559,383038
383039,383518
383519,384318
384319,384958
384959,385598
385599,386078
386079,386718
386719,387518
387519,388158
388159,389278
389279,390398
390399,390878
390879,391837
391838,393277
393278,393757
393758,395517
395518,396797
396798,398397
398398,399197
399198,399677
399678,400157
400158,401757
401758,402397
402398,403677
403678,404477
404478,406557
406558,407037
407038,408317
408318,409757
409758,410237
410238,411997
411998,413437
413438,414877
414878,415677
415678,416637
416638,417277
417278,418557
418558,419837
419838,420797
420798,422237
422238,423677
423678,424157
424158,424797
424798,425437
425438,427197
427198,428317
428318,428957
428958,430397
430398,431517
431518,432157
432158,433757
433758,434397
434398,435517
435518,436797
436798,437597
437598,438557
438558,439037
439038,439997
439998,441437
441438,442237
442238,443197
443198,443837
443838,445117
445118,445757
445758,446717
446718,447197
447198,448477
448478,449757
449758,450557
450558,451037
451038,451677
451678,452157
452158,453597
453598,454397
454398,455997
455998,456637
456638,458557
458558,459997
459998,460477
460478,461117
461118,462877
462878,463837
463838,464637
464638,465597
465598,466077
466078,466557
466558,467037
467038,467997
467998,469277
469278,469756
469757,470236
470237,470876
470877,471996
471997,473756
473757,474396
474397,474876
474877,475516
475517,476156
476157,477436
477437,479196
479197,481756
481757,482556
482557,484316
484317,484956
484957,485596
485597,486076
486077,486876
486877,488156
488157,489116
489117,489756
489757,490716
490717,491356
491357,493916
493917,494396
494397,495676
495677,497436
497437,497916
497917,499196
499197,499836
499837,501916
501917,502396
502397,503836
503837,504636
504637,505436
505437,505916
505917,506716
506717,508316
508317,509756
509757,511036
511037,511836
511837,512316
512317,512956
512957,514556
514557,515196
515197,515836
515837,516476
516477,517116
517117,517916
517917,518396
518397,519356
519357,520156
520157,520796
520797,522236
522237,524796
524797,525596
525597,526076
526077,527196
527197,528316
528317,529116
529117,529756
529757,530876
530877,531356
531357,532796
532797,533276
533277,534396
534397,534876
534877,536476
536477,538556
538557,539036
539037,540156
540157,540796
540797,541436
541437,542556
542557,543676
543677,544476
544477,545596
545597,547356
547357,547836
547837,548316
548317,548956
548957,549596
549597,550236
550237,552316
552317,552796
552797,554556
554557,555996
555997,556956
556957,557596
557597,558076
558077,558716
558717,559195
559196,559835
559836,560475
560476,561275
561276,563355
563356,566235
566236,567355
567356,568795
568796,569275
569276,571675
571676,572475
572476,572955
572956,574715
574716,575355
575356,576475
576476,577115
577116,577915
577916,579035
579036,579835
579836,580795
580796,582075
582076,582715
582716,583515
583516,585915
585916,586395
586396,586875
586876,588315
588316,588955
588956,589595
589596,591195
591196,593915
593916,596155
596156,596635
596636,598075
598076,598875
598876,600315
600316,601435
601436,602075
602076,602715
602716,603995
603996,604635
604636,606075
606076,606555
606556,608155
608156,609275
609276,611195
611196,611995
611996,612635
612636,613435
613436,614715
614716,617115
617116,618235
618236,619675
619676,620155
620156,620795
620796,622075
622076,624475
624476,624955
624956,625755
625756,627675
627676,628155
628156,629115
629116,630075
630076,631035
631036,631515
631516,631995
631996,632955
632956,634395
634396,635355
635356,636155
636156,636795
636796,638235
638236,638875
638876,641115
641116,641595
641596,642235
642236,643355
643356,645275
645276,646395
646396,648955
648956,649755
649756,651995
651996,653435
653436,653915
653916,655515
655516,656155
656156,656795
656796,657435
657436,659355
659356,660155
660156,660955
660956,661915
661916,662555
662556,663355
663356,663835
663836,664955
664956,667355
667356,667835
667836,669435
669436,669915
669916,670555
670556,671995
671996,672795
672796,673915
673916,674875
674876,675995
675996,677275
677276,677755
677756,678395
678396,679995
679996,681275
681276,682235
682236,682715
682716,683355
683356,684635
684636,685435
685436,686075
686076,687195
687196,687995
687996,689435
689436,691675
691676,692795
692796,693595
693596,694395
694396,695995
695996,696475
696476,697275
697276,698875
698876,699515
699516,700635
700636,701595
701596,702715
702716,704315
704316,705115
705116,705915
705916,706555
706556,707835
707836,709755
709756,710235
710236,711195
711196,711835
711836,712635
712636,713755
713756,716315
716316,716795
716796,717275
717276,717755
717756,718395
718396,719355
719356,719835
719836,720475
720476,722715
722716,723195
723196,723675
723676,724955
724956,725435
725436,726395
726396,726875
726876,728155
728156,728795
728796,729915
729916,730395
730396,731195
731196,732315
732316,734075
734076,735835
735836,736315
736316,736795
736796,737275
737276,739355
739356,740955
740956,742075
742076,742875
742876,743515
743516,743995
743996,745275
745276,745915
745916,746395
746396,747835
747836,748315
748316,748795
748796,750715
750716,751515
751516,752635
752636,753275
753276,754715
754716,755355
755356,755835
755836,756315
756316,757595
757596,758395
758396,759355
759356,761115
761116,762395
